"ID_COLONNE","ID_POINT_TRI","TYPE_DECHETS","VOLUME","OBS","PREHENSION","VOIE","MOT_DIRECTEUR","CODE_COM","CODE_POSTAL","COMMUNE","QUARTIER","POLE_NM","location"
"VE0331","NA_TRI099","verre","4.0",""," ","Rue Anatole de Monzie","Monzie","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2018625993124 , -1.54361492148464]"
"PC0036","NA_TRI133","papiercarton","4.8",""," ","Rue Saint Rogatien","","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2277657451548 , -1.54487686549389]"
"VE0332","NA_TRI133","verre","5.48",""," ","Rue Saint Rogatien","","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2277917217287 , -1.54484087945961]"
"PC0037","NA_TRI068","papiercarton","4.0",""," ","Quai Malakoff","Malakoff","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2161549278558 , -1.54396055603976]"
"VE0333","NA_TRI068","verre","5.48",""," ","Quai Malakoff","Malakoff","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2161718554993 , -1.54394815305681]"
"PL0039","NA_TRI068","plastique","4.0",""," ","Quai Malakoff","Malakoff","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2161824930541 , -1.54390803315863]"
"VE0334","NA_TRI156","verre","5.48",""," ","Rue de Richebourg","Richebourg","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2183690563057 , -1.54363190892901]"
"VE0335","NA_TRI157","verre","4.0",""," ","Boulevard Gaston Doumergue","Doumergue","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2086620256054 , -1.54274649799104]"
"VE0336","NA_TRI055","verre","5.48","Cité des Congrès"," ","Quai Ferdinand Favre","Favre","440109","44000","Nantes","Centre Ville","Nantes-Loire","[ 47.2123821742286 , -1.54277081221878]"
"VE0337","NA_TRI055","verre","5.48","Cité des Congrès"," ","Quai Ferdinand Favre","Favre","440109","44000","Nantes","Centre Ville","Nantes-Loire","[ 47.212393230611 , -1.54274889788625]"
"PL0040","NA_TRI066","plastique","4.0",""," ","Rue François Albert","Albert","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2076917745422 , -1.54238695681659]"
"PC0038","NA_TRI082","papiercarton","3.0",""," ","Rue Jean Julien Lemordant","Lemordant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2298345711125 , -1.51975599025552]"
"VE0338","NA_TRI082","verre","3.0",""," ","Rue Jean Julien Lemordant","Lemordant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2298303340124 , -1.51972841752644]"
"PL0041","NA_TRI123","plastique","4.0",""," ","Route de Gachet","Gachet","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2912331992834 , -1.52391353709564]"
"PC0039","NA_TRI123","papiercarton","3.0",""," ","Route de Gachet","Gachet","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2912043599469 , -1.52388112200083]"
"VE0339","NA_TRI123","verre","4.0",""," ","Route de Gachet","Gachet","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2911834012539 , -1.52385989233795]"
"VE0340","NA_TRI158","verre","4.0",""," ","Chemin de la Guiblinière","Guiblinière","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2934448806314 , -1.52390041378322]"
"VE0341","NA_TRI071","verre","5.48",""," ","Impasse Henri Dunant","Dunant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2432210661671 , -1.51978164636747]"
"PC0040","NA_TRI071","papiercarton","0.0",""," ","Impasse Henri Dunant","Dunant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2432419569686 , -1.51977406112033]"
"PL0042","NA_TRI071","plastique","0.0",""," ","Impasse Henri Dunant","Dunant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.243259810186 , -1.51976474164085]"
"PC0041","NA_TRI159","papiercarton","3.0","déplacé en juillet 2015"," ","Boulevard Louis Millet","Millet","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2262295703601 , -1.52153502567765]"
"VE0342","NA_TRI079","verre","5.48",""," ","Rue de la Bottière","Bottière","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2395735714259 , -1.51909900620609]"
"PC0042","NA_TRI079","papiercarton","6.1",""," ","Rue de la Bottière","Bottière","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2395856526317 , -1.51907715009647]"
"PL0043","NA_TRI079","plastique","4.8",""," ","Rue de la Bottière","Bottière","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2396334215246 , -1.51900635189856]"
"PL0044","NA_TRI120","plastique","4.8",""," ","Boulevard Professeur René Auvigné","Auvigné","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2544412205313 , -1.51802946765256]"
"PC0043","NA_TRI120","papiercarton","3.0",""," ","Boulevard Professeur René Auvigné","Auvigné","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2544178480703 , -1.5180186897439]"
"VE0343","NA_TRI120","verre","4.8",""," ","Boulevard Professeur René Auvigné","Auvigné","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2543952523667 , -1.51801554554936]"
"VE0344","NA_TRI038","verre","4.8",""," ","Boulevard de la Beaujoire","Beaujoire","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2585473783261 , -1.5178934914945]"
"PL0045","NA_TRI038","plastique","3.0",""," ","Boulevard de la Beaujoire","Beaujoire","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2585432924145 , -1.51786136810486]"
"PC0044","NA_TRI038","papiercarton","4.8",""," ","Boulevard de la Beaujoire","Beaujoire","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2585400337831 , -1.51783536699289]"
"VE0345","NA_TRI160","verre","3.0",""," ","Rue des Perrines","Perrines","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2279789946202 , -1.51535052211335]"
"PL0046","NA_TRI046","plastique","4.8",""," ","Place des Tonneliers","Tonneliers","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.269751093821 , -1.51836014446496]"
"VE0346","NA_TRI046","verre","0.0",""," ","Place des Tonneliers","Tonneliers","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2697641536402 , -1.51833986245472]"
"VE0347","NA_TRI046","verre","0.0",""," ","Place des Tonneliers","Tonneliers","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2697781417688 , -1.51832267932697]"
"PC0045","NA_TRI046","papiercarton","4.0",""," ","Place des Tonneliers","Tonneliers","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2697942391598 , -1.51830413229852]"
"PC0046","NA_TRI043","papiercarton","4.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2508250919286 , -1.51680956663495]"
"PC0047","NA_TRI043","papiercarton","4.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2508420165076 , -1.51679714708012]"
"VE0348","NA_TRI043","verre","5.48",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2508588400714 , -1.51678775112448]"
"VE0349","NA_TRI043","verre","5.48",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.250877772893 , -1.51677699169182]"
"PL0047","NA_TRI043","plastique","4.8",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2508968572333 , -1.51676169683779]"
"VE0350","NA_TRI161","verre","4.0",""," ","Rue des Carnavaliers","Carnavaliers","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2359428268316 , -1.51467253387514]"
"PL0048","NA_TRI062","plastique","4.8",""," ","Rue de la Haluchère","Haluchère","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.24521556408 , -1.51490531098726]"
"VE0351","NA_TRI062","verre","4.0",""," ","Rue de la Haluchère","Haluchère","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2451971867027 , -1.51489944184103]"
"PC0048","NA_TRI062","papiercarton","4.0",""," ","Rue de la Haluchère","Haluchère","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2451749442176 , -1.51488571798292]"
"VE0352","NA_TRI088","verre","0.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2506785417488 , -1.51375146583472]"
"VE0353","NA_TRI088","verre","0.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2506732738854 , -1.51372380876539]"
"PL0049","NA_TRI088","plastique","0.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2506648674146 , -1.51369744118123]"
"PL0050","NA_TRI088","plastique","0.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2506597004703 , -1.5136667605226]"
"PC0049","NA_TRI088","papiercarton","0.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2506544830522 , -1.51363759167058]"
"PC0050","NA_TRI088","papiercarton","0.0",""," ","Rue du Perray","Perray","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2506482362486 , -1.51360834871886]"
"VE0354","NA_TRI114","verre","3.0",""," ","Route de Carquefou","Carquefou","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2654685398812 , -1.51447850518343]"
"VE0355","NA_TRI114","verre","4.8",""," ","Route de Carquefou","Carquefou","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2654885522585 , -1.51446630393148]"
"PC0051","NA_TRI114","papiercarton","4.8",""," ","Route de Carquefou","Carquefou","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2655107748109 , -1.51444971429923]"
"PL0051","NA_TRI039","plastique","4.8",""," ","Rue Jules Grandjouan","Grandjouan","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2475343038736 , -1.51267500705442]"
"PC0052","NA_TRI039","papiercarton","4.0",""," ","Rue Jules Grandjouan","Grandjouan","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2475372707822 , -1.51264794437176]"
"VE0356","NA_TRI039","verre","4.0",""," ","Rue Jules Grandjouan","Grandjouan","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.247534010953 , -1.51262194890714]"
"PC0053","NA_TRI076","papiercarton","4.8",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2562304708635 , -1.51311605951695]"
"PC0054","NA_TRI076","papiercarton","6.1",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2562157366377 , -1.51309378055294]"
"VE0357","NA_TRI076","verre","5.48",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2562020822427 , -1.5130700637464]"
"VE0358","NA_TRI076","verre","4.0",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2561883269264 , -1.5130493708662]"
"VE0359","NA_TRI076","verre","5.48",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2561777606525 , -1.51302587638854]"
"PL0052","NA_TRI076","plastique","4.8",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2561671943737 , -1.51300238192013]"
"PL0053","NA_TRI076","plastique","4.8",""," ","Rue du Champ de Tir","Tir","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2561524601256 , -1.51298010301359]"
"VE0360","NA_TRI162","verre","0.0",""," ","Boulevard Auguste Péneau","Péneau","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2308569224054 , -1.50925887580793]"
"VE0747","LV_TRI003","verre","4.0","OK"," ","Rue de Corbon","Corbon","440171","44710","St-Léger-les-Vignes","","Sud-Ouest","[ 47.1417700811917 , -1.70479133555041]"
"VE0181","CH_TRI001","verre","4.0",""," ","Rue Ampère","Ampère","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2587953137051 , -1.55097144975458]"
"VE0807","SS_TRI057","verre","0.0",""," ","RUE DE LA FONDERIE","","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2020472820135 , -1.52844658987771]"
"DS0008","CH_TRI001","Emb. ménager","4.0",""," ","Rue Ampère","Ampère","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2587674703038 , -1.55097094125298]"
"DS0006","CH_TRI001","Emb. ménager","4.0",""," ","Rue Ampère","Ampère","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2587819321569 , -1.55097047692312]"
"DS0007","CH_TRI001","Emb. ménager","4.0",""," ","Rue Ampère","Ampère","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2587549652406 , -1.55097457923613]"
"DS0011","OR_TRI001","Emb. ménager","4.0",""," ","Rue René Panhard","Panhard","440114","44700","Orvault","Cholière/Bigeottière/Salentine","Erdre et Cens","[ 47.2569752086398 , -1.63337573367668]"
"DS0010","OR_TRI001","Emb. ménager","4.0",""," ","Rue René Panhard","Panhard","440114","44700","Orvault","Cholière/Bigeottière/Salentine","Erdre et Cens","[ 47.2569643026882 , -1.63336279830795]"
"VE0183","CH_TRI010","verre","0.0",""," ","Rue Raymond Guinel","Guinel","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2984584722918 , -1.548693837833]"
"VE0184","CH_TRI011","verre","0.0",""," ","Rue Martin Luther King","King","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2966850008249 , -1.55242355216721]"
"VE0185","CH_TRI012","verre","0.0",""," ","Avenue de Beauregard","Beauregard","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2962664691667 , -1.55605455411612]"
"VE0186","CH_TRI013","verre","0.0",""," ","Rue de Sucé","Sucé","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3022808143753 , -1.54825426522498]"
"VE0187","CH_TRI014","verre","0.0",""," ","Rue Lanoue Bras de Fer","Lanoue","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3013340997231 , -1.55721253026818]"
"VE0189","CH_TRI016","verre","0.0",""," ","Rue Louis Maisonneuve","Maisonneuve","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2994817412481 , -1.55847154350244]"
"VE0190","CH_TRI017","verre","0.0",""," ","Rue de la Hautière","Hautière","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2959788282597 , -1.55861663651635]"
"VE0192","CH_TRI019","verre","0.0",""," ","Avenue de la Gandonnière","Gandonnière","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3069775460023 , -1.54003501397757]"
"VE0193","CH_TRI020","verre","0.0","Atelier Municipal Aulnay"," ","Rue Charles Nungesser","Nungesser","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3040571398343 , -1.54823929915505]"
"VE0194","CH_TRI021","verre","0.0",""," ","Chemin de la Hergrenière","Hergrenière","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3058423076999 , -1.55209946639924]"
"VE0195","CH_TRI022","verre","0.0",""," ","Rue de la Rivière","Rivière","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3050557390973 , -1.55584384876732]"
"VE0196","CH_TRI023","verre","0.0",""," ","Rue de l'Aven","Aven","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3063416718157 , -1.55981359200602]"
"VE0198","CH_TRI025","verre","0.0",""," ","Rue de la Haie","Haie","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2901124754702 , -1.5427214260597]"
"VE0199","CH_TRI026","verre","0.0",""," ","Chemin de Kerbihan","Kerbihan","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2885448595092 , -1.538335573883]"
"VE0200","CH_TRI027","verre","0.0",""," ","Rue de Bretagne","Bretagne","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.283490623762 , -1.54258048701043]"
"VE0201","CH_TRI028","verre","0.0",""," ","Allée des Muriers","Muriers","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2812592171335 , -1.53768155103064]"
"VE0204","CH_TRI031","verre","0.0",""," ","Boulevard de l'Hopitau","Hopitau","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2694538306904 , -1.55215579425924]"
"VE0206","CH_TRI033","verre","0.0",""," ","Boulevard Jacques Demy","Demy","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2692111687341 , -1.55001726908717]"
"VE0207","CH_TRI034","verre","0.0",""," ","Rue des Besneries","Besneries","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2676673856571 , -1.54496306016888]"
"VE0208","CH_TRI035","verre","0.0",""," ","Avenue des Cotterets","Cotterets","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2665589252418 , -1.54901648742081]"
"VE0209","CH_TRI036","verre","0.0",""," ","Avenue des Cinq Fleurs","Cinq","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.264505076008 , -1.54875354306512]"
"VE0210","CH_TRI037","verre","0.0",""," ","Chemin de Roche Blanche","Roche","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2797782890626 , -1.55712523846292]"
"VE0213","CH_TRI002","verre","0.0",""," ","Rue de la Blanchetière","Blanchetière","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2890823138849 , -1.55330952847668]"
"VE0175","CH_TRI004","verre","0.0",""," ","Rue du Fer à Cheval","Fer","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.3334571774618 , -1.56954807399271]"
"VE0176","CH_TRI005","verre","0.0",""," ","Rue du Pont de Forge","Pont","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2903422162191 , -1.58502251358202]"
"VE0177","CH_TRI006","verre","0.0",""," ","Route d'Orvault","Orvault","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2833578677648 , -1.5840976053852]"
"VE0179","CH_TRI008","verre","0.0",""," ","Rue de la Vrière","Vrière","440035","44240","La Chapelle-sur-Erdre","","Erdre et Cens","[ 47.2825051126348 , -1.55132207810304]"
"VE0126","CA_TRI001","verre","0.0",""," ","Avenue des Argonautes","Argonautes","440026","44470","Carquefou","","Erdre et Loire","[ 47.296729712976 , -1.48590257799766]"
"VE0085","CA_TRI005","verre","0.0",""," ","Passage Orphée","Orphée","440026","44470","Carquefou","","Erdre et Loire","[ 47.298020936784 , -1.48099425589008]"
"VE0086","CA_TRI006","verre","0.0",""," ","Rue Andre Lenôtre","Lenôtre","440026","44470","Carquefou","","Erdre et Loire","[ 47.293679986161 , -1.49482511741342]"
"VE0087","CA_TRI002","verre","0.0",""," ","Place de la Libération","Libération","440026","44470","Carquefou","","Erdre et Loire","[ 47.2956854511352 , -1.49150935640717]"
"VE0090","CA_TRI003","verre","0.0",""," ","Rue François René De Chateaubriand","Chateaubriand","440026","44470","Carquefou","","Erdre et Loire","[ 47.3015534581151 , -1.4877098980906]"
"VE0091","CA_TRI007","verre","0.0",""," ","Rue Pierre Mendes France","Mendes","440026","44470","Carquefou","","Erdre et Loire","[ 47.3019076855757 , -1.49215233429901]"
"VE0758","SS_TRI015","verre","3.0",""," ","Place de la Croix des Landes","Croix","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.194065234819 , -1.47639885995433]"
"VE0759","SS_TRI016","verre","5.0","ESCALL"," ","Rue des Berlaguts","Berlaguts","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2003837581612 , -1.50434746444558]"
"VE0760","SS_TRI017","verre","0.0","Boulodrome"," ","Rue de la Lourneau","Lourneau","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.199375454724 , -1.4855459085259]"
"VE0761","SS_TRI018","verre","5.0",""," ","Rue Nicolas Appert","Appert","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1911485945434 , -1.48827963561676]"
"VE0762","SS_TRI002","verre","5.0","Parking Super U"," ","Rue des Becques","Becques","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2086719969269 , -1.50897920291751]"
"VE0763","SS_TRI002","verre","5.0","Parking Super U"," ","Rue des Becques","Becques","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2086914042181 , -1.50898514000672]"
"VE0764","SS_TRI019","verre","3.0",""," ","Rue Aristide Briand","Briand","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1903199557669 , -1.51791349265608]"
"VE0765","SS_TRI003","verre","3.0","centre commercial la fontaine"," ","Rue de Beaugency","Beaugency","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2037396784193 , -1.49143689544526]"
"VE0766","SS_TRI020","verre","4.5","salle des fêtes"," ","Rue de la Noë Cottée","Cottée","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1905817148094 , -1.48129125281078]"
"VE0767","SS_TRI021","verre","3.5","Ligue de Football"," ","Rue de la Savarière","Savarière","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.2110905530308 , -1.49420227318757]"
"DS0076","SS_TRI001","Emb. ménager","3.0","Déchèterie de Saint Sébastien"," ","Rue de la Pyramide","Pyramide","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1994950918465 , -1.48355603567979]"
"DS0075","SS_TRI001","Emb. ménager","3.0","Déchèterie de Saint Sébastien"," ","Rue de la Pyramide","Pyramide","440190","44230","St-Sébastien-sur-Loire","","Loire, Sèvre et Vignoble","[ 47.1994959490215 , -1.48359243166905]"
"VE0910","VE_TRI001","verre","4.0","Déchèterie Vertou"," ","Allée des Cadets","Cadets","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.1786469434324 , -1.46060483985121]"
"VE0850","VE_TRI001","verre","4.0","Déchèterie Vertou"," ","Allée des Cadets","Cadets","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.1786425768571 , -1.46061209690359]"
"VE0851","VE_TRI009","verre","4.0",""," ","Rue du Puits","Puits","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.181972372466 , -1.45396818091917]"
"VE0852","VE_TRI010","verre","4.0",""," ","Rue des Mortiers","Mortiers","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.178472255949 , -1.44647007380974]"
"VE0853","VE_TRI011","verre","4.0",""," ","Rue de la Billardière","Billardière","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.1729514710387 , -1.45291960395668]"
"VE0854","VE_TRI012","verre","4.0",""," ","Rue de la Chevrue","Chevrue","440215","44120","Vertou","Le Vignoble","Loire, Sèvre et Vignoble","[ 47.1778330547347 , -1.43276135584476]"
"VE0855","VE_TRI013","verre","4.0",""," ","Place du Cirque","Cirque","440215","44120","Vertou","Le Vignoble","Loire, Sèvre et Vignoble","[ 47.1656524970249 , -1.43474244646946]"
"VE0856","VE_TRI014","verre","4.0",""," ","Rue de la Ramée","Ramée","440215","44120","Vertou","Le Vignoble","Loire, Sèvre et Vignoble","[ 47.1619061822726 , -1.43653009804658]"
"VE0857","VE_TRI015","verre","4.0",""," ","Rue du Chiron","Chiron","440215","44120","Vertou","Portillon - La grande Noë","Loire, Sèvre et Vignoble","[ 47.1631551789587 , -1.45329615122836]"
"VE0858","VE_TRI016","verre","4.0",""," ","Boulevard de l'Europe","Europe","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1659407696394 , -1.46213992633764]"
"VE0859","VE_TRI017","verre","4.0",""," ","Rue de la Massonnière","Massonnière","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1688499912058 , -1.46565988684121]"
"VE0861","VE_TRI004","verre","4.0",""," ","Place du Marché","Marché","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1702818132033 , -1.4702010058589]"
"VE0862","VE_TRI004","verre","4.0",""," ","Place du Marché","Marché","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1702739585811 , -1.4702201180017]"
"VE0863","VE_TRI019","verre","4.0","SUPER U"," ","Boulevard de l'Europe","Europe","440215","44120","Vertou","Centre-bourg Ouest","Loire, Sèvre et Vignoble","[ 47.1725565898921 , -1.47514435159904]"
"VE0864","VE_TRI007","verre","4.0","salle sevre et maine"," ","Allée de la Vigne de Pâques","","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1643201242732 , -1.46778625827966]"
"VE0865","VE_TRI007","verre","4.0","salle sevre et maine"," ","Allée de la Vigne de Pâques","","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1643388036699 , -1.4677830462095]"
"VE0866","VE_TRI007","verre","4.0","salle sevre et maine"," ","Allée de la Vigne de Pâques","","440215","44120","Vertou","Centre-bourg Est","Loire, Sèvre et Vignoble","[ 47.1643576326488 , -1.4677753059335]"
"VE0867","VE_TRI020","verre","4.0",""," ","Rue de la Chesnaie","Chesnaie","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.184067624783 , -1.47540233412302]"
"VE0868","VE_TRI021","verre","4.0",""," ","Rue du Bois Rigaud","Bois","440215","44120","Vertou","La Grammoire - La Ville au Blanc","Loire, Sèvre et Vignoble","[ 47.1858782388588 , -1.47700091415205]"
"VE0869","VE_TRI002","verre","4.0",""," ","Route de la Gare","Gare","440215","44120","Vertou","Centre-bourg Ouest","Loire, Sèvre et Vignoble","[ 47.1783593164598 , -1.4748446293034]"
"VE0870","VE_TRI002","verre","4.0",""," ","Route de la Gare","Gare","440215","44120","Vertou","Centre-bourg Ouest","Loire, Sèvre et Vignoble","[ 47.1783704902755 , -1.47484996467768]"
"VE0871","VE_TRI022","verre","4.0",""," ","Rue des Violettes","Violettes","440215","44120","Vertou","Centre-bourg Ouest","Loire, Sèvre et Vignoble","[ 47.1742494354571 , -1.48422016101514]"
"VE0872","VE_TRI023","verre","4.0",""," ","Rue des Fraîches","Fraîches","440215","44120","Vertou","Centre-bourg Ouest","Loire, Sèvre et Vignoble","[ 47.1754963288894 , -1.48918187309387]"
"VE0873","VE_TRI024","verre","4.0",""," ","Route du Vignoble","Vignoble","440215","44120","Vertou","Clouzeaux - Planty","Loire, Sèvre et Vignoble","[ 47.175193367237 , -1.49494395232715]"
